title,publication_date,citations,date,year,month,field,subfield,topics,main_writer,all_writers,author_ids
"The Feasibility, Proficiency, and Mastery Learning Curves in 635 Robotic Pancreatoduodenectomies Following A Multicenter Training Program",2023-06-08,0,2023-06-08,2023,6,Medicine,Oncology,"['Pancreatic and Hepatic Oncology Research', 'Gallbladder and Bile Duct Disorders', 'Cholangiocarcinoma and Gallbladder Cancer Studies']",Bas Groot Koerkamp,"['Bas Groot Koerkamp', 'Marc G. Besselink']","['https://openalex.org/A5027294559', 'https://openalex.org/A5015416945']"
Inhibition of <scp>DHCR24</scp> activates <scp>LXRα</scp> to ameliorate hepatic steatosis and inflammation,2023-06-26,0,2023-06-26,2023,6,Medicine,Surgery,"['Cholesterol and Lipid Metabolism', 'Liver Disease Diagnosis and Treatment', 'Lipid metabolism and biosynthesis']",Cong Liu,"['Cong Liu', 'Yanan Wang']","['https://openalex.org/A5006179420', 'https://openalex.org/A5100632730']"
Early and Sustained Improvements in Symptoms and Quality of Life with Upadacitinib in Adults and Adolescents with Moderate-to-Severe Atopic Dermatitis: 52-Week Results from Two Phase III Randomized Clinical Trials (Measure Up 1 and Measure Up 2),2024-03-25,0,2024-03-25,2024,3,Medicine,Dermatology,"['Dermatology and Skin Diseases', 'Allergic Rhinitis and Sensitization', 'Asthma and respiratory diseases']",Jonathan I. Silverberg,"['Jonathan I. Silverberg', 'Amy S. Paller', 'Yang Yang']","['https://openalex.org/A5011739266', 'https://openalex.org/A5020095047', 'https://openalex.org/A5104386601']"
IMPLICIT QUIESCENT OPTICAL SOLITONS FOR COMPLEX GINZBURG�LANDAU EQUATION WITH GENERALIZED QUADRATIC�CUBIC FORM OF SELF-PHASE MODULATION AND NONLINEAR CHROMATIC DISPERSION BY LIE SYMMETRY,2023-12-08,0,2023-12-08,2023,12,Physics and Astronomy,Statistical and Nonlinear Physics,"['Nonlinear Waves and Solitons', 'Nonlinear Photonic Systems', 'Advanced Fiber Laser Technologies']",Anjan Biswas,"['Anjan Biswas', 'Yakup Yıldırım']","['https://openalex.org/A5020005824', 'https://openalex.org/A5017583667']"
Better performance of PIVKA-II for detecting hepatocellular carcinoma in patients with chronic liver disease with normal total bilirubin,2023-02-24,0,2023-02-24,2023,2,Medicine,Epidemiology,"['Liver Disease Diagnosis and Treatment', 'Hepatocellular Carcinoma Treatment and Prognosis', 'Cancer, Lipids, and Metabolism']",Yu Zhang,"['Yu Zhang', 'Lei Zhang']","['https://openalex.org/A5100433444', 'https://openalex.org/A5100433954']"
Plasma and CSF neurofilament light chain distinguish neurodegenerative from primary psychiatric conditions in a clinical setting,2024-10-06,0,2024-10-06,2024,10,"Biochemistry, Genetics and Molecular Biology",Genetics,"['Genetic Associations and Epidemiology', 'Epigenetics and DNA Methylation', 'Amyotrophic Lateral Sclerosis Research']",Henrik Zetterberg,"['Henrik Zetterberg', 'Kaj Blennow']","['https://openalex.org/A5111354912', 'https://openalex.org/A5079225515']"
Incidence and Risk Factors for Pneumonitis Associated With Checkpoint Inhibitors in Advanced Non-Small Cell Lung Cancer: A Single Center Experience,2023-05-08,0,2023-05-08,2023,5,Medicine,Oncology,"['Cancer Immunotherapy and Biomarkers', 'Lung Cancer Treatments and Mutations', 'Lung Cancer Research Studies']",J. Jack Lee,"['J. Jack Lee', 'Jianjun Zhang', 'Don L. Gibbons', 'Naval Daver', 'John V. Heymach']","['https://openalex.org/A5100383910', 'https://openalex.org/A5112589439', 'https://openalex.org/A5010884206', 'https://openalex.org/A5035605515', 'https://openalex.org/A5048380048']"
Transcriptional metabolic reprogramming implements meiotic fate decision in mouse testicular germ cells,2023-07-01,0,2023-07-01,2023,7,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Epigenetics and DNA Methylation', 'Pluripotent Stem Cells Research', 'CRISPR and Genetic Engineering']",Xiaoyu Zhang,"['Xiaoyu Zhang', 'Yan Liu', 'Ning Wang']","['https://openalex.org/A5074506665', 'https://openalex.org/A5100351077', 'https://openalex.org/A5044532175']"
Cold Snare Polypectomy in Small (&lt;10 mm) Pedunculated Colorectal Polyps,2023-03-30,0,2023-03-30,2023,3,Medicine,Pulmonary and Respiratory Medicine,"['Gastric Cancer Management and Outcomes', 'Colorectal Cancer Screening and Detection', 'Colorectal Cancer Surgical Treatments']",Daryl Ramai,"['Daryl Ramai', 'Antonio Facciorusso']","['https://openalex.org/A5046982168', 'https://openalex.org/A5010071655']"
Resolved Measurements of the CO-to-H<sub>2</sub> Conversion Factor in 37 Nearby Galaxies,2024-03-01,0,2024-03-01,2024,3,Physics and Astronomy,Astronomy and Astrophysics,"['Astrophysics and Star Formation Studies', 'Spectroscopy and Laser Applications', 'Galaxies: Formation, Evolution, Phenomena']",Karin Sandström,"['Karin Sandström', 'Adam K. Leroy', 'Thomas G. Williams']","['https://openalex.org/A5002625236', 'https://openalex.org/A5063633367', 'https://openalex.org/A5040331463']"
Replanting and yield increase strategies for alleviating the potential decline in palm oil production in Indonesia,2023-07-13,0,2023-07-13,2023,7,Environmental Science,Ecology,"['Oil Palm Production and Sustainability', 'Conservation, Biodiversity, and Resource Management', 'Biofuel production and bioconversion']",Jing Zhao,"['Jing Zhao', 'Xin Zhang']","['https://openalex.org/A5020703546', 'https://openalex.org/A5057742472']"
Sustained emission reductions have restrained the ozone pollution over China,2023-09-28,0,2023-09-28,2023,9,Earth and Planetary Sciences,Atmospheric Science,"['Atmospheric chemistry and aerosols', 'Air Quality and Health Impacts', 'Air Quality Monitoring and Forecasting']",Yu Zhao,"['Yu Zhao', 'Yang Liu', 'Shuai Wang']","['https://openalex.org/A5078356354', 'https://openalex.org/A5100355638', 'https://openalex.org/A5029536740']"
The empirical dietary inflammatory pattern score and the risk of nonalcoholic fatty liver disease and cirrhosis,2023-09-14,0,2023-09-14,2023,9,Medicine,Epidemiology,"['Liver Disease Diagnosis and Treatment', 'Liver Disease and Transplantation', 'Diet, Metabolism, and Disease']",Xuehong Zhang,"['Xuehong Zhang', 'Edward L. Giovannucci', 'Andrew T. Chan']","['https://openalex.org/A5100704029', 'https://openalex.org/A5038373228', 'https://openalex.org/A5068835941']"
"Disease burden, risk factors, and trends of lip, oral cavity, pharyngeal cancers: A global analysis",2023-07-30,0,2023-07-30,2023,7,Medicine,Otorhinolaryngology,"['Head and Neck Cancer Studies', 'Oral Health Pathology and Treatment', 'Esophageal Cancer Research and Treatment']",Lin Zhang,"['Lin Zhang', 'Lin Xu']","['https://openalex.org/A5111909917', 'https://openalex.org/A5065039486']"
The pan-plastome of Hemerocallis citrina reveals new insights into the genetic diversity and cultivation history of an economically important food plant,2024-01-11,0,2024-01-11,2024,1,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,"['Agriculture and Biological Studies', 'Phytochemical and Pharmacological Studies', 'Plant Ecology and Taxonomy Studies']",Jie Wang,"['Jie Wang', 'Wei Li']","['https://openalex.org/A5100440152', 'https://openalex.org/A5100318113']"
Multicenter evaluation of mechanical thrombectomy for distal medium vessel occlusions with National Institute of Health Stroke Scale Scores ≥ 6 and ≤ 6,2024-07-05,0,2024-07-05,2024,7,Medicine,Epidemiology,"['Acute Ischemic Stroke Management', 'Peripheral Artery Disease Management', 'Venous Thromboembolism Diagnosis and Management']",Hamza Salim,"['Hamza Salim', 'Sherief Ghozy', 'Mohamad Abdalkader', 'Thanh N. Nguyen', 'Jeremy J. Heit', 'Kareem El Naamani', 'Jens Fiehler', 'Pascal Jabbour', 'Vivek Yedavalli', 'David S. Liebeskind', 'Tobias D. Faizy', 'Adrien Guenego', 'Adam A. Dmytriw']","['https://openalex.org/A5026172181', 'https://openalex.org/A5107956471', 'https://openalex.org/A5107956473', 'https://openalex.org/A5107950417', 'https://openalex.org/A5000937822', 'https://openalex.org/A5107956474', 'https://openalex.org/A5109796919', 'https://openalex.org/A5107950432', 'https://openalex.org/A5107956470', 'https://openalex.org/A5107951869', 'https://openalex.org/A5107952079', 'https://openalex.org/A5107950447', 'https://openalex.org/A5046667160']"
"Beyond October, Beyond Pink: A Year-Round Revelation for Women's Breast Health",2023-10-03,0,2023-10-03,2023,10,Medicine,Oncology,"['Global Cancer Incidence and Screening', 'Breast Cancer Treatment Studies', 'BRCA gene mutations in cancer']",Rakesh Kumar,"['Rakesh Kumar', 'Miguel Martín']","['https://openalex.org/A5100694284', 'https://openalex.org/A5100671433']"
Comparing the effects of four common drug classes on the progression of mild cognitive impairment to dementia using electronic health records,2023-05-19,0,2023-05-19,2023,5,Medicine,Geriatrics and Gerontology,"['Pharmaceutical Practices and Patient Outcomes', 'Advanced Causal Inference Techniques', 'Blood Pressure and Hypertension Studies']",Jie Xu,"['Jie Xu', 'Fei Wang', 'Hao Zhang', 'Yuan Luo', 'Yifan Peng']","['https://openalex.org/A5019176524', 'https://openalex.org/A5115695181', 'https://openalex.org/A5100397064', 'https://openalex.org/A5100522068', 'https://openalex.org/A5085113833']"
Oxygen redox chemistry: A new approach to high energy density world,2023-12-20,0,2023-12-20,2023,12,Engineering,Electrical and Electronic Engineering,"['Advancements in Battery Materials', 'Advanced battery technologies research', 'Advanced Battery Materials and Technologies']",Nan Wang,"['Nan Wang', 'Lin Liu']","['https://openalex.org/A5100332697', 'https://openalex.org/A5100898248']"
"The impact of postoperative aspirin in patients undergoing Woven EndoBridge: a multicenter, institutional, propensity score-matched analysis",2024-01-18,0,2024-01-18,2024,1,Medicine,Neurology,"['Intracranial Aneurysms: Treatment and Complications', 'Cerebrovascular and Carotid Artery Diseases', 'Moyamoya disease diagnosis and treatment']",Adam A. Dmytriw,"['Adam A. Dmytriw', 'Hamza Salim', 'Sherief Ghozy', 'Adrien Guenego', 'Kareem El Naamani', 'Waleed Brinjikji', 'Sunil A. Sheth', 'Adnan H. Siddiqui', 'Peter Kan', 'Pascal Jabbour']","['https://openalex.org/A5046667160', 'https://openalex.org/A5026172181', 'https://openalex.org/A5049030826', 'https://openalex.org/A5087580440', 'https://openalex.org/A5033476635', 'https://openalex.org/A5051049858', 'https://openalex.org/A5000212230', 'https://openalex.org/A5037816826', 'https://openalex.org/A5051212455', 'https://openalex.org/A5110767641']"
High internal phase double emulsions stabilized by modified pea protein-alginate complexes: Application for co-encapsulation of riboflavin and β-carotene,2024-05-11,0,2024-05-11,2024,5,Agricultural and Biological Sciences,Food Science,"['Proteins in Food Systems', 'Pickering emulsions and particle stabilization', 'Microencapsulation and Drying Processes']",Jun Yan,"['Jun Yan', 'David Julian McClements', 'Shuai Chen']","['https://openalex.org/A5101822958', 'https://openalex.org/A5019873745', 'https://openalex.org/A5049175059']"
Vegetation greenness in 2023,2024-04-04,0,2024-04-04,2024,4,Environmental Science,Ecology,"['Remote Sensing in Agriculture', 'Land Use and Ecosystem Services', 'Remote Sensing and LiDAR Applications']",Shilong Piao,"['Kai Wang', 'Josep Peñuelas', 'Shilong Piao']","['https://openalex.org/A5100436930', 'https://openalex.org/A5016893899', 'https://openalex.org/A5000033522']"
Envisioning how to advance the MASH field,2024-06-04,0,2024-06-04,2024,6,Medicine,Epidemiology,"['Liver Disease Diagnosis and Treatment', 'Liver Diseases and Immunity', 'Liver Disease and Transplantation']",Zobair M. Younossi,"['Zobair M. Younossi', 'Jeffrey V. Lazarus']","['https://openalex.org/A5080386622', 'https://openalex.org/A5091620489']"
A human embryonic limb cell atlas resolved in space and time,2023-12-06,0,2023-12-06,2023,12,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Congenital heart defects research', 'RNA Research and Splicing', 'Developmental Biology and Gene Regulation']",Tong Li,"['Tong Li', 'Hao Yang', 'Liang Chen', 'Hui Zhang']","['https://openalex.org/A5049119029', 'https://openalex.org/A5025456466', 'https://openalex.org/A5100711694', 'https://openalex.org/A5100323555']"
"A Secure, Flexible, and PPG-Based Biometric Scheme for Healthy IoT Using Homomorphic Random Forest",2023-06-13,0,2023-06-13,2023,6,Computer Science,Information Systems,"['User Authentication and Security Systems', 'Non-Invasive Vital Sign Monitoring', 'EEG and Brain-Computer Interfaces']",Wei Ren,"['Wei Ren', 'Kim‐Kwang Raymond Choo']","['https://openalex.org/A5034031357', 'https://openalex.org/A5001746807']"
Prevalence of metabolic dysfunction‐associated steatotic liver disease in the Middle East and North Africa,2024-02-02,0,2024-02-02,2024,2,Medicine,Epidemiology,"['Liver Disease Diagnosis and Treatment', 'Diabetes, Cardiovascular Risks, and Lipoproteins', 'Alcohol Consumption and Health Effects']",Zobair M. Younossi,"['Zobair M. Younossi', 'Saleh A. Alqahtani']","['https://openalex.org/A5080386622', 'https://openalex.org/A5000313377']"
scELMo: Embeddings from Language Models are Good Learners for Single-cell Data Analysis,2023-12-08,0,2023-12-08,2023,12,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Single-cell and spatial transcriptomics', 'Epigenetics and DNA Methylation', 'Cancer Genomics and Diagnostics']",Hongyu Zhao,"['Xiao Luo', 'Hongyu Zhao']","['https://openalex.org/A5100426938', 'https://openalex.org/A5074828414']"
Plasma Phosphorylated Tau 217 and Aβ42/40 to Predict Early Brain Aβ Accumulation in People Without Cognitive Impairment,2024-07-28,0,2024-07-28,2024,7,Medicine,Psychiatry and Mental health,"['Dementia and Cognitive Impairment Research', ""Alzheimer's disease research and treatments"", 'Neurological Disease Mechanisms and Treatments']",Shorena Janelidze,"['Shorena Janelidze', 'Suzanne E. Schindler', 'Yan Li', 'John C. Morris', 'David M. Holtzman', 'Nicholas J. Ashton', 'Kaj Blennow', 'Randall J. Bateman', 'Oskar Hansson']","['https://openalex.org/A5108709699', 'https://openalex.org/A5108149621', 'https://openalex.org/A5100736588', 'https://openalex.org/A5114230073', 'https://openalex.org/A5088998527', 'https://openalex.org/A5102825647', 'https://openalex.org/A5025313057', 'https://openalex.org/A5022462599', 'https://openalex.org/A5049277633']"
Pattern of global spin alignment of ϕ and K*0 mesons in heavy-ion collisions,2023-01-18,0,2023-01-18,2023,1,Physics and Astronomy,Nuclear and High Energy Physics,"['High-Energy Particle Collisions Research', 'Quantum Chromodynamics and Particle Interactions', 'Particle physics theoretical and experimental studies']",L. Adamczyk,"['L. Adamczyk', 'Z. Ahammed', 'R. Bellwied', 'A. Bhasin', 'J. Bielčík', 'Z. Chen', 'X. Chu', 'X. Dong']","['https://openalex.org/A5074276926', 'https://openalex.org/A5107901998', 'https://openalex.org/A5107948158', 'https://openalex.org/A5007835333', 'https://openalex.org/A5107911041', 'https://openalex.org/A5034800136', 'https://openalex.org/A5079854355', 'https://openalex.org/A5001928806']"
Whole human-brain mapping of single cortical neurons for profiling morphological diversity and stereotypy,2023-10-12,0,2023-10-12,2023,10,"Biochemistry, Genetics and Molecular Biology",Biophysics,"['Cell Image Analysis Techniques', 'Single-cell and spatial transcriptomics', 'Advanced Fluorescence Microscopy Techniques']",Jian Liu,"['Jian Liu', 'Yi Wang', 'Di Liu', 'Yue Huang', 'Peng Zhang', 'Ed S. Lein']","['https://openalex.org/A5101718467', 'https://openalex.org/A5101609567', 'https://openalex.org/A5032671641', 'https://openalex.org/A5011336092', 'https://openalex.org/A5092096090', 'https://openalex.org/A5085405013']"
Digital automation of transdermal drug delivery with high spatiotemporal resolution,2024-01-13,0,2024-01-13,2024,1,Neuroscience,Cognitive Neuroscience,"['Sleep and Wakefulness Research', 'Advancements in Transdermal Drug Delivery', 'Advanced Drug Delivery Systems']",Lin Zhang,"['Lin Zhang', 'Tian Wang']","['https://openalex.org/A5100351814', 'https://openalex.org/A5101274426']"
Heart Failure Readmission in Patients With ST-Segment Elevation Myocardial Infarction and Active Cancer,2024-01-09,0,2024-01-09,2024,1,Medicine,Cardiology and Cardiovascular Medicine,"['Heart Failure Treatment and Management', 'Chemotherapy-induced cardiotoxicity and mitigation', 'Cardiac Structural Anomalies and Repair']",Harriette G.C. Van Spall,"['Harriette G.C. Van Spall', 'Mamas A. Mamas']","['https://openalex.org/A5059416021', 'https://openalex.org/A5057514332']"
Pretreatment parameters associated with hemorrhagic transformation among successfully recanalized medium vessel occlusions,2023-12-15,0,2023-12-15,2023,12,Medicine,Epidemiology,"['Acute Ischemic Stroke Management', 'Venous Thromboembolism Diagnosis and Management', 'Stroke Rehabilitation and Recovery']",Risheng Xu,"['Risheng Xu', 'Hanzhang Lu', 'Max Wintermark', 'Adam A. Dmytriw', 'Adrien Guenego', 'Gregory W. Albers', 'Jeremy J. Heit', 'Kambiz Nael', 'Argye E. Hillis', 'Vivek Yedavalli']","['https://openalex.org/A5008696550', 'https://openalex.org/A5023293183', 'https://openalex.org/A5052087773', 'https://openalex.org/A5046667160', 'https://openalex.org/A5087580440', 'https://openalex.org/A5024460519', 'https://openalex.org/A5000937822', 'https://openalex.org/A5040894533', 'https://openalex.org/A5005636192', 'https://openalex.org/A5083117505']"
Alcohol consumption and epigenetic age acceleration across human adulthood,2023-10-26,0,2023-10-26,2023,10,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Epigenetics and DNA Methylation', 'Birth, Development, and Health', 'Alcohol Consumption and Health Effects']",Yi Li,"['Yi Li', 'Daniel Levy', 'Chunyu Liu']","['https://openalex.org/A5100421680', 'https://openalex.org/A5074117194', 'https://openalex.org/A5100343306']"
Broadband nonlinear modulation of incoherent light using a transparent optoelectronic neuron array,2024-03-18,0,2024-03-18,2024,3,Computer Science,Artificial Intelligence,"['Neural Networks and Reservoir Computing', 'Photonic and Optical Devices', 'Advanced Fiber Laser Technologies']",Yi Luo,"['Yi Luo', 'Yu Huang', 'Aydogan Özcan', 'Xiangfeng Duan']","['https://openalex.org/A5069743536', 'https://openalex.org/A5041318946', 'https://openalex.org/A5016207990', 'https://openalex.org/A5019924793']"
Diverse functions of cytochrome c in cell death and disease,2024-03-23,0,2024-03-23,2024,3,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['ATP Synthase and ATPases Research', 'Cell death mechanisms and regulation', 'Mitochondrial Function and Pathology']",Rui Kang,"['Rui Kang', 'Daolin Tang']","['https://openalex.org/A5091664811', 'https://openalex.org/A5055468442']"
Effects and Mechanisms of a Web- and Mobile-Based Acceptance and Commitment Therapy Intervention for Anxiety and Depression Symptoms in Nurses: Fully Decentralized Randomized Controlled Trial,2023-10-24,0,2023-10-24,2023,10,Psychology,Applied Psychology,"['Digital Mental Health Interventions', 'COVID-19 and Mental Health', 'Perfectionism, Procrastination, Anxiety Studies']",Yang Li,"['Yang Li', 'Xuan Zhang', 'Juan Wang']","['https://openalex.org/A5005050685', 'https://openalex.org/A5100342960', 'https://openalex.org/A5100347442']"
Analgesic Efficacy of Combined Thoracic Paravertebral Block and Erector Spinae Plane Block for Video-Assisted Thoracic Surgery: A Prospective Randomized Clinical Trial,2023-05-30,0,2023-05-30,2023,5,Medicine,Surgery,"['Anesthesia and Pain Management', 'Nausea and vomiting management', 'Spine and Intervertebral Disc Pathology']",Lili Zhang,"['Lili Zhang', 'Hong Liu', 'Hong Chen']","['https://openalex.org/A5100461173', 'https://openalex.org/A5100410369', 'https://openalex.org/A5100420429']"
Insights into plastic deformation mechanisms of austenitic steels by coupling generalized stacking fault energy and semi-discrete variational Peierls-Nabarro model,2023-02-01,0,2023-02-01,2023,2,Engineering,Mechanical Engineering,"['Microstructure and Mechanical Properties of Steels', 'Microstructure and mechanical properties', 'Hydrogen embrittlement and corrosion behaviors in metals']",Yu Liu,"['Yu Liu', 'Feng Liu']","['https://openalex.org/A5100345666', 'https://openalex.org/A5100415220']"
Gut microbial co-metabolite 2-methylbutyrylcarnitine exacerbates thrombosis via binding to and activating integrin α2β1,2024-02-23,0,2024-02-23,2024,2,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Gut microbiota and health', 'Clostridium difficile and Clostridium perfringens research', 'Cannabis and Cannabinoid Research']",Na Li,"['Na Li', 'Shuai Yuan', 'Lu Zhang', 'Jian Wang', 'Yang Li', 'Lin Lin', 'Wei Zhang', 'Yang Zhang', 'Fang Li', 'Yan Li']","['https://openalex.org/A5100368064', 'https://openalex.org/A5100777115', 'https://openalex.org/A5100388566', 'https://openalex.org/A5100370559', 'https://openalex.org/A5100421575', 'https://openalex.org/A5100342075', 'https://openalex.org/A5035465997', 'https://openalex.org/A5101960871', 'https://openalex.org/A5100394166', 'https://openalex.org/A5100685327']"
Characterisation of Three Sri Lankan Zircon Megacrysts as Potential Reference Materials for Microbeam <scp>U‐Pb</scp> Geochronology and <scp>Hf‐O‐Zr</scp> Isotope Measurements,2023-03-23,0,2023-03-23,2023,3,Earth and Planetary Sciences,Geophysics,"['Geological and Geochemical Analysis', 'Geochemistry and Geologic Mapping', 'earthquake and tectonic studies']",Lei Xu,"['Lei Xu', 'Wen Zhang']","['https://openalex.org/A5008065181', 'https://openalex.org/A5100444336']"
Bayesian mixed model analysis uncovered 21 risk loci for chronic kidney disease in boxer dogs,2023-01-24,0,2023-01-24,2023,1,Medicine,Epidemiology,"['Liver Disease Diagnosis and Treatment', 'Diabetes and associated disorders', 'Genetic Associations and Epidemiology']",Kerstin Lindblad‐Toh,"['Kerstin Lindblad‐Toh', 'Chao Wang']","['https://openalex.org/A5007985109', 'https://openalex.org/A5100407136']"
Overlooked significance of iodic acid in new particle formation in the continental atmosphere,2024-07-24,0,2024-07-24,2024,7,Earth and Planetary Sciences,Atmospheric Science,"['Atmospheric chemistry and aerosols', 'Atmospheric Ozone and Climate', 'Atmospheric aerosols and clouds']",Bin Zhao,"['Bin Zhao', 'Jing Li', 'Joseph S. Francisco']","['https://openalex.org/A5008718870', 'https://openalex.org/A5100336793', 'https://openalex.org/A5029553936']"
Comparative diagnostic yield of different endoscopic techniques for tissue sampling of upper gastrointestinal subepithelial lesions: a network meta-analysis,2023-08-17,0,2023-08-17,2023,8,Medicine,Oncology,"['Pancreatic and Hepatic Oncology Research', 'Gastrointestinal Tumor Research and Treatment', 'Gastric Cancer Management and Outcomes']",Antonio Facciorusso,"['Antonio Facciorusso', 'Daryl Ramai', 'Cesare Hassan', 'Alessandro Repici']","['https://openalex.org/A5010071655', 'https://openalex.org/A5046982168', 'https://openalex.org/A5010158984', 'https://openalex.org/A5020927144']"
"Daily stair climbing, disease susceptibility, and risk of atherosclerotic cardiovascular disease: A prospective cohort study",2023-09-16,0,2023-09-16,2023,9,Medicine,Cardiology and Cardiovascular Medicine,"['Cardiovascular Effects of Exercise', 'Physical Activity and Health', 'Injury Epidemiology and Prevention']",Lu Qi,"['Ming Xu', 'Lu Qi', 'Tao Huang']","['https://openalex.org/A5059724971', 'https://openalex.org/A5100625029', 'https://openalex.org/A5076740728']"
X-Ray Polarization of the BL Lacertae Type Blazar 1ES 0229+200,2023-12-01,0,2023-12-01,2023,12,Physics and Astronomy,Nuclear and High Energy Physics,"['Astrophysics and Cosmic Phenomena', 'Radio Astronomy Observations and Technology', 'Particle Accelerators and Free-Electron Lasers']",Steven R. Ehlert,"['Steven R. Ehlert', 'Ioannis Liodakis', 'Alan P. Marscher', 'F. Tavecchio', 'I. Agudo', 'L. A. Antonelli', 'Matteo Bachetti', 'L. Baldini', 'W. H. Baumgartner', 'R. Bellazzini', 'S. Bianchi', 'Stephen D. Bongiorno', 'R. Bonino', 'A. Brez', 'N. Bucciantini', 'Fiamma Capitanio', 'Simone Castellano', 'E. Cavazzuti', 'Chien‐Ting Chen', 'S. Ciprini', 'E. Costa', 'Alessandra De Rosa', 'E. Del Monte', 'Laura Di Gesu', 'Niccolò Di Lalla', 'Alessandro Di Marco', 'I. Donnarumma', 'Victor Doroshenko', 'Michal Dovčiak', 'Teruaki Enoto', 'Y. Evangelista', 'Sergio Fabiani', 'Riccardo Ferrazzoli', 'Javier A. García', 'Shuichi Gunji', 'Kiyoshi Hayashida', 'Jeremy Heyl', 'W. Iwakiri', 'Svetlana G. Jorstad', 'P. Kaaret', 'V. Karas', 'Fabian Kislat', 'Takao Kitaguchi', 'Jeffery J. Kolodziejczak', 'H. Krawczynski', 'Fabio La Monaca', 'L. Latronico', 'S. Maldera', 'Alberto Manfreda', 'Frédéric Marin', 'Andrea Marinucci', 'Herman L. Marshall', 'F. Massaro', 'G. Matt', 'Ikuyuki Mitsuishi', 'Tsunefumi Mizuno', 'Fabio Muleri', 'Michela Negro', 'C.‐Y. Ng', 'Stephen L. O’Dell', 'N. Omodei', 'C. Oppedisano', 'Alessandro Papitto', 'George G. Pavlov', 'Abel L. Peirson', 'M. Perri', 'M. Pesce-Rollins', 'Pierre-Olivier Petrucci', 'M. Pilia', 'Andrea Possenti', 'Juri Poutanen', 'Simonetta Puccetti', 'Brian D. Ramsey', 'John Rankin', 'Ajay Ratheesh', 'O. J. Roberts', 'Roger W. Romani', 'C. Sgrò', 'Patrick Slane', 'P. Soffitta', 'G. Spandre']","['https://openalex.org/A5046166045', 'https://openalex.org/A5021909416', 'https://openalex.org/A5072692242', 'https://openalex.org/A5025775625', 'https://openalex.org/A5042005600', 'https://openalex.org/A5089596748', 'https://openalex.org/A5073598248', 'https://openalex.org/A5077270786', 'https://openalex.org/A5031941627', 'https://openalex.org/A5061987369', 'https://openalex.org/A5090338092', 'https://openalex.org/A5047842520', 'https://openalex.org/A5008052402', 'https://openalex.org/A5008582712', 'https://openalex.org/A5081381437', 'https://openalex.org/A5045482290', 'https://openalex.org/A5076492703', 'https://openalex.org/A5065647660', 'https://openalex.org/A5019648923', 'https://openalex.org/A5013129785', 'https://openalex.org/A5024165306', 'https://openalex.org/A5032322585', 'https://openalex.org/A5035571364', 'https://openalex.org/A5010587713', 'https://openalex.org/A5001682364', 'https://openalex.org/A5030169287', 'https://openalex.org/A5088857313', 'https://openalex.org/A5019421668', 'https://openalex.org/A5012203328', 'https://openalex.org/A5060270008', 'https://openalex.org/A5012346679', 'https://openalex.org/A5065735182', 'https://openalex.org/A5053581947', 'https://openalex.org/A5026879324', 'https://openalex.org/A5068677124', 'https://openalex.org/A5111379659', 'https://openalex.org/A5017499389', 'https://openalex.org/A5054515903', 'https://openalex.org/A5028750791', 'https://openalex.org/A5076711454', 'https://openalex.org/A5048662367', 'https://openalex.org/A5005121499', 'https://openalex.org/A5111473900', 'https://openalex.org/A5007322942', 'https://openalex.org/A5068659130', 'https://openalex.org/A5085374310', 'https://openalex.org/A5087324373', 'https://openalex.org/A5048327550', 'https://openalex.org/A5031221307', 'https://openalex.org/A5043876924', 'https://openalex.org/A5070431044', 'https://openalex.org/A5020887298', 'https://openalex.org/A5006696699', 'https://openalex.org/A5026031896', 'https://openalex.org/A5059488809', 'https://openalex.org/A5057754812', 'https://openalex.org/A5055117597', 'https://openalex.org/A5069170121', 'https://openalex.org/A5110740474', 'https://openalex.org/A5047528307', 'https://openalex.org/A5107985431', 'https://openalex.org/A5074705294', 'https://openalex.org/A5049901789', 'https://openalex.org/A5041315673', 'https://openalex.org/A5073274411', 'https://openalex.org/A5034427738', 'https://openalex.org/A5043834180', 'https://openalex.org/A5027255654', 'https://openalex.org/A5016889508', 'https://openalex.org/A5019085291', 'https://openalex.org/A5007390660', 'https://openalex.org/A5011270437', 'https://openalex.org/A5055588693', 'https://openalex.org/A5049297167', 'https://openalex.org/A5080395605', 'https://openalex.org/A5037491568', 'https://openalex.org/A5041320985', 'https://openalex.org/A5048462485', 'https://openalex.org/A5044171868', 'https://openalex.org/A5030813123', 'https://openalex.org/A5037063731']"
